question;type;sql;relevant_values;variation
¿Qué construccion consumió menos energía en promedio diario durante la primera semana de mayo 2025?;Ranking de edificios;"SELECT b.""name"" AS building_name, w.""week_start"", w.""daily_consumption_kwh"" FROM smart_buildings.""building"" b JOIN smart_buildings.""energy_consumption_weekly_metrics"" w ON b.""cups"" = w.""cups"" WHERE w.""week_start"" = DATE '2025-05-05' ORDER BY w.""daily_consumption_kwh"" ASC LIMIT 1;";;rephrased_4
Durante la primera semana de mayo de 2025, ¿qué edificio mostró el consumo diario promedio más pequeño?;Ranking de edificios;"SELECT b.""name"" AS building_name, w.""week_start"", w.""daily_consumption_kwh"" FROM smart_buildings.""building"" b JOIN smart_buildings.""energy_consumption_weekly_metrics"" w ON b.""cups"" = w.""cups"" WHERE w.""week_start"" = DATE '2025-05-05' ORDER BY w.""daily_consumption_kwh"" ASC LIMIT 1;";;rephrased_5
¿Qué edificio tuvo el menor consumo total mensual en el primer trimestre de 2025?;Ranking de edificios;"SELECT b.""name"" AS building_name, m.""year_month"", m.""total_consumption_kwh"" FROM smart_buildings.""building"" b JOIN smart_buildings.""energy_consumption_monthly_metrics"" m ON b.""cups"" = m.""cups"" WHERE m.""year_month"" IN (DATE '2025-01-01', DATE '2025-02-01', DATE '2025-03-01') ORDER BY m.""total_consumption_kwh"" ASC LIMIT 1;";;original
¿Cuál fue el edificio que registró el consumo mensual total más bajo durante el primer trimestre de 2025?;Ranking de edificios;"SELECT b.""name"" AS building_name, m.""year_month"", m.""total_consumption_kwh"" FROM smart_buildings.""building"" b JOIN smart_buildings.""energy_consumption_monthly_metrics"" m ON b.""cups"" = m.""cups"" WHERE m.""year_month"" IN (DATE '2025-01-01', DATE '2025-02-01', DATE '2025-03-01') ORDER BY m.""total_consumption_kwh"" ASC LIMIT 1;";;rephrased_1
En el primer trimestre de 2025, ¿qué construcción tuvo el consumo mensual total más pequeño?;Ranking de edificios;"SELECT b.""name"" AS building_name, m.""year_month"", m.""total_consumption_kwh"" FROM smart_buildings.""building"" b JOIN smart_buildings.""energy_consumption_monthly_metrics"" m ON b.""cups"" = m.""cups"" WHERE m.""year_month"" IN (DATE '2025-01-01', DATE '2025-02-01', DATE '2025-03-01') ORDER BY m.""total_consumption_kwh"" ASC LIMIT 1;";;rephrased_2
¿Que edificio consumio menos en total ese primer trimestre del año 2025?;Ranking de edificios;"SELECT b.""name"" AS building_name, m.""year_month"", m.""total_consumption_kwh"" FROM smart_buildings.""building"" b JOIN smart_buildings.""energy_consumption_monthly_metrics"" m ON b.""cups"" = m.""cups"" WHERE m.""year_month"" IN (DATE '2025-01-01', DATE '2025-02-01', DATE '2025-03-01') ORDER BY m.""total_consumption_kwh"" ASC LIMIT 1;";;rephrased_3
¿Me podrías decir qué edificio gastó menos energía al mes en los meses 1, 2 y 3 de 2025?;Ranking de edificios;"SELECT b.""name"" AS building_name, m.""year_month"", m.""total_consumption_kwh"" FROM smart_buildings.""building"" b JOIN smart_buildings.""energy_consumption_monthly_metrics"" m ON b.""cups"" = m.""cups"" WHERE m.""year_month"" IN (DATE '2025-01-01', DATE '2025-02-01', DATE '2025-03-01') ORDER BY m.""total_consumption_kwh"" ASC LIMIT 1;";;rephrased_4
De todos los edificios, ¿cuál mostró el menor consumo total mensual en los primeros tres meses de 2025?;Ranking de edificios;"SELECT b.""name"" AS building_name, m.""year_month"", m.""total_consumption_kwh"" FROM smart_buildings.""building"" b JOIN smart_buildings.""energy_consumption_monthly_metrics"" m ON b.""cups"" = m.""cups"" WHERE m.""year_month"" IN (DATE '2025-01-01', DATE '2025-02-01', DATE '2025-03-01') ORDER BY m.""total_consumption_kwh"" ASC LIMIT 1;";;rephrased_5
¿Qué edificio tuvo el menor consumo total mensual en noviembre de 2024?;Ranking de edificios;"SELECT b.""name"" AS building_name, m.""year_month"", m.""total_consumption_kwh"" FROM smart_buildings.""building"" b JOIN smart_buildings.""energy_consumption_monthly_metrics"" m ON b.""cups"" = m.""cups"" WHERE m.""year_month"" = DATE '2024-11-01' ORDER BY m.""total_consumption_kwh"" ASC LIMIT 1;";;original
¿Cuál edificio registró el consumo mensual más bajo en noviembre de 2024?;Ranking de edificios;"SELECT b.""name"" AS building_name, m.""year_month"", m.""total_consumption_kwh"" FROM smart_buildings.""building"" b JOIN smart_buildings.""energy_consumption_monthly_metrics"" m ON b.""cups"" = m.""cups"" WHERE m.""year_month"" = DATE '2024-11-01' ORDER BY m.""total_consumption_kwh"" ASC LIMIT 1;";;rephrased_1
En noviembre de 2024, ¿qué edificio tuvo el consumo total más poquito?;Ranking de edificios;"SELECT b.""name"" AS building_name, m.""year_month"", m.""total_consumption_kwh"" FROM smart_buildings.""building"" b JOIN smart_buildings.""energy_consumption_monthly_metrics"" m ON b.""cups"" = m.""cups"" WHERE m.""year_month"" = DATE '2024-11-01' ORDER BY m.""total_consumption_kwh"" ASC LIMIT 1;";;rephrased_2
Me podría decir cuál fue el edificio con el menor consumo mensual durante noviembre del 2024?;Ranking de edificios;"SELECT b.""name"" AS building_name, m.""year_month"", m.""total_consumption_kwh"" FROM smart_buildings.""building"" b JOIN smart_buildings.""energy_consumption_monthly_metrics"" m ON b.""cups"" = m.""cups"" WHERE m.""year_month"" = DATE '2024-11-01' ORDER BY m.""total_consumption_kwh"" ASC LIMIT 1;";;rephrased_3
¿Qué bela edificio consumió menos energía en total en el mes de noviembre 2024?;Ranking de edificios;"SELECT b.""name"" AS building_name, m.""year_month"", m.""total_consumption_kwh"" FROM smart_buildings.""building"" b JOIN smart_buildings.""energy_consumption_monthly_metrics"" m ON b.""cups"" = m.""cups"" WHERE m.""year_month"" = DATE '2024-11-01' ORDER BY m.""total_consumption_kwh"" ASC LIMIT 1;";;rephrased_4
Dime el edificio que tuvo el consumo total más bajo en noviembre del 2024, por favor.;Ranking de edificios;"SELECT b.""name"" AS building_name, m.""year_month"", m.""total_consumption_kwh"" FROM smart_buildings.""building"" b JOIN smart_buildings.""energy_consumption_monthly_metrics"" m ON b.""cups"" = m.""cups"" WHERE m.""year_month"" = DATE '2024-11-01' ORDER BY m.""total_consumption_kwh"" ASC LIMIT 1;";;rephrased_5
¿Qué edificio tuvo la mayor desviación estándar diaria en enero de 2025?;Ranking de edificios;"SELECT b.""name"" AS building_name, m.""year_month"", m.""std_daily_consumption_kwh"" FROM smart_buildings.""building"" b JOIN smart_buildings.""energy_consumption_monthly_metrics"" m ON b.""cups"" = m.""cups"" WHERE m.""year_month"" = DATE '2025-01-01' ORDER BY m.""std_daily_consumption_kwh"" DESC LIMIT 1;";;original
¿Cuál fue el edificio que presentó la desviación estándar más alta en su variación diaria durante enero de 2025?;Ranking de edificios;"SELECT b.""name"" AS building_name, m.""year_month"", m.""std_daily_consumption_kwh"" FROM smart_buildings.""building"" b JOIN smart_buildings.""energy_consumption_monthly_metrics"" m ON b.""cups"" = m.""cups"" WHERE m.""year_month"" = DATE '2025-01-01' ORDER BY m.""std_daily_consumption_kwh"" DESC LIMIT 1;";;rephrased_1
Oye, ¿qué edificio tuvo la mayor variación diaria en enero 2025 según la desviación estándar?;Ranking de edificios;"SELECT b.""name"" AS building_name, m.""year_month"", m.""std_daily_consumption_kwh"" FROM smart_buildings.""building"" b JOIN smart_buildings.""energy_consumption_monthly_metrics"" m ON b.""cups"" = m.""cups"" WHERE m.""year_month"" = DATE '2025-01-01' ORDER BY m.""std_daily_consumption_kwh"" DESC LIMIT 1;";;rephrased_2
Que edificio tuvo la mas alta desviaacion estandar diária en enero 2025?;Ranking de edificios;"SELECT b.""name"" AS building_name, m.""year_month"", m.""std_daily_consumption_kwh"" FROM smart_buildings.""building"" b JOIN smart_buildings.""energy_consumption_monthly_metrics"" m ON b.""cups"" = m.""cups"" WHERE m.""year_month"" = DATE '2025-01-01' ORDER BY m.""std_daily_consumption_kwh"" DESC LIMIT 1;";;rephrased_3
En enero de 2025, ¿qué inmueble reportó la mayor desviación estándar en sus valores diarios?;Ranking de edificios;"SELECT b.""name"" AS building_name, m.""year_month"", m.""std_daily_consumption_kwh"" FROM smart_buildings.""building"" b JOIN smart_buildings.""energy_consumption_monthly_metrics"" m ON b.""cups"" = m.""cups"" WHERE m.""year_month"" = DATE '2025-01-01' ORDER BY m.""std_daily_consumption_kwh"" DESC LIMIT 1;";;rephrased_4
Me puedes decir cuál fue el edificio con la mayor desviación estándar diaria durante enero de 2025?;Ranking de edificios;"SELECT b.""name"" AS building_name, m.""year_month"", m.""std_daily_consumption_kwh"" FROM smart_buildings.""building"" b JOIN smart_buildings.""energy_consumption_monthly_metrics"" m ON b.""cups"" = m.""cups"" WHERE m.""year_month"" = DATE '2025-01-01' ORDER BY m.""std_daily_consumption_kwh"" DESC LIMIT 1;";;rephrased_5
¿Qué edificio tuvo la mayor diferencia en consumo total mensual respecto al mismo mes del año anterior en febrero de 2025?;Ranking de edificios;"SELECT b.""name"" AS building_name, m.""year_month"", m.""total_consumption_kwh"" - m.""total_consumption_prev_year_same_month_kwh"" AS diff_kwh FROM smart_buildings.""building"" b JOIN smart_buildings.""energy_consumption_monthly_metrics"" m ON b.""cups"" = m.""cups"" WHERE m.""year_month"" = DATE '2025-02-01' ORDER BY diff_kwh DESC LIMIT 1;";;original
¿Cuál edificio registró la mayor variación en el consumo mensual total en febrero de 2025 comparado con febrero del año anterior?;Ranking de edificios;"SELECT b.""name"" AS building_name, m.""year_month"", m.""total_consumption_kwh"" - m.""total_consumption_prev_year_same_month_kwh"" AS diff_kwh FROM smart_buildings.""building"" b JOIN smart_buildings.""energy_consumption_monthly_metrics"" m ON b.""cups"" = m.""cups"" WHERE m.""year_month"" = DATE '2025-02-01' ORDER BY diff_kwh DESC LIMIT 1;";;rephrased_1
Me podrías decir qué edificio tuvo el cambio más grande en su consumo mensual total en febrero 2025 respecto al mismo mes en 2024?;Ranking de edificios;"SELECT b.""name"" AS building_name, m.""year_month"", m.""total_consumption_kwh"" - m.""total_consumption_prev_year_same_month_kwh"" AS diff_kwh FROM smart_buildings.""building"" b JOIN smart_buildings.""energy_consumption_monthly_metrics"" m ON b.""cups"" = m.""cups"" WHERE m.""year_month"" = DATE '2025-02-01' ORDER BY diff_kwh DESC LIMIT 1;";;rephrased_2
¿En febrero 2025, cual edifico tuvo la mayor diferenca en consumo total al mes homónimo del año pasado?;Ranking de edificios;"SELECT b.""name"" AS building_name, m.""year_month"", m.""total_consumption_kwh"" - m.""total_consumption_prev_year_same_month_kwh"" AS diff_kwh FROM smart_buildings.""building"" b JOIN smart_buildings.""energy_consumption_monthly_metrics"" m ON b.""cups"" = m.""cups"" WHERE m.""year_month"" = DATE '2025-02-01' ORDER BY diff_kwh DESC LIMIT 1;";;rephrased_3
Oye, ¿qué edificio fue el que más varió en consumo total mensual en febrero 2025 comparado con el año pasado por estas fechas?;Ranking de edificios;"SELECT b.""name"" AS building_name, m.""year_month"", m.""total_consumption_kwh"" - m.""total_consumption_prev_year_same_month_kwh"" AS diff_kwh FROM smart_buildings.""building"" b JOIN smart_buildings.""energy_consumption_monthly_metrics"" m ON b.""cups"" = m.""cups"" WHERE m.""year_month"" = DATE '2025-02-01' ORDER BY diff_kwh DESC LIMIT 1;";;rephrased_4
Por favor, informe qué inmueble mostró la diferencia máxima en el consumo total mensual de febrero de 2025 con respecto al mismo mes del ejercicio anterior.;Ranking de edificios;"SELECT b.""name"" AS building_name, m.""year_month"", m.""total_consumption_kwh"" - m.""total_consumption_prev_year_same_month_kwh"" AS diff_kwh FROM smart_buildings.""building"" b JOIN smart_buildings.""energy_consumption_monthly_metrics"" m ON b.""cups"" = m.""cups"" WHERE m.""year_month"" = DATE '2025-02-01' ORDER BY diff_kwh DESC LIMIT 1;";;rephrased_5
¿Qué edificio tuvo la mayor diferencia en consumo total mensual respecto al mismo mes del año anterior en marzo de 2025?;Ranking de edificios;"SELECT b.""name"" AS building_name, m.""year_month"", (m.""total_consumption_kwh"" - m.""total_consumption_prev_year_same_month_kwh"") AS diff_kwh FROM smart_buildings.""building"" b JOIN smart_buildings.""energy_consumption_monthly_metrics"" m ON b.""cups"" = m.""cups"" WHERE m.""year_month"" = DATE '2025-03-01' ORDER BY diff_kwh DESC LIMIT 1;";;original
¿Cuál fue el edificio que presentó la mayor variación en el consumo total mensual en marzo de 2025 comparado con el mismo mes del año anterior?;Ranking de edificios;"SELECT b.""name"" AS building_name, m.""year_month"", (m.""total_consumption_kwh"" - m.""total_consumption_prev_year_same_month_kwh"") AS diff_kwh FROM smart_buildings.""building"" b JOIN smart_buildings.""energy_consumption_monthly_metrics"" m ON b.""cups"" = m.""cups"" WHERE m.""year_month"" = DATE '2025-03-01' ORDER BY diff_kwh DESC LIMIT 1;";;rephrased_1
¿En marzo de 2025, qué edificio consumió más o menos respecto a marzo del año pasado?;Ranking de edificios;"SELECT b.""name"" AS building_name, m.""year_month"", (m.""total_consumption_kwh"" - m.""total_consumption_prev_year_same_month_kwh"") AS diff_kwh FROM smart_buildings.""building"" b JOIN smart_buildings.""energy_consumption_monthly_metrics"" m ON b.""cups"" = m.""cups"" WHERE m.""year_month"" = DATE '2025-03-01' ORDER BY diff_kwh DESC LIMIT 1;";;rephrased_2
Cuál edificio tuvo la diferencia mas grande en el consumo total en marzo de 2025 frontal al mismo mes del año anterior?;Ranking de edificios;"SELECT b.""name"" AS building_name, m.""year_month"", (m.""total_consumption_kwh"" - m.""total_consumption_prev_year_same_month_kwh"") AS diff_kwh FROM smart_buildings.""building"" b JOIN smart_buildings.""energy_consumption_monthly_metrics"" m ON b.""cups"" = m.""cups"" WHERE m.""year_month"" = DATE '2025-03-01' ORDER BY diff_kwh DESC LIMIT 1;";;rephrased_3
¿Podrías decirme cuál edificio mostró el mayor cambio en sus cifras de consumo mensual en marzo de 2025 respecto a marzo del año 2024?;Ranking de edificios;"SELECT b.""name"" AS building_name, m.""year_month"", (m.""total_consumption_kwh"" - m.""total_consumption_prev_year_same_month_kwh"") AS diff_kwh FROM smart_buildings.""building"" b JOIN smart_buildings.""energy_consumption_monthly_metrics"" m ON b.""cups"" = m.""cups"" WHERE m.""year_month"" = DATE '2025-03-01' ORDER BY diff_kwh DESC LIMIT 1;";;rephrased_4
En marzo 2025, ¿qué edificio tuvo la diferencia más grande en consumo total mensual comparado con mismo mes en el año pasado?;Ranking de edificios;"SELECT b.""name"" AS building_name, m.""year_month"", (m.""total_consumption_kwh"" - m.""total_consumption_prev_year_same_month_kwh"") AS diff_kwh FROM smart_buildings.""building"" b JOIN smart_buildings.""energy_consumption_monthly_metrics"" m ON b.""cups"" = m.""cups"" WHERE m.""year_month"" = DATE '2025-03-01' ORDER BY diff_kwh DESC LIMIT 1;";;rephrased_5
¿Qué edificio tuvo la mayor variación porcentual de consumo mensual negativa en febrero de 2025?;Ranking de edificios;"SELECT b.""name"" AS building_name, m.""year_month"", m.""diff_pct_consumption_prev_month"" FROM smart_buildings.""building"" b JOIN smart_buildings.""energy_consumption_monthly_metrics"" m ON b.""cups"" = m.""cups"" WHERE m.""year_month"" = DATE '2025-02-01' ORDER BY m.""diff_pct_consumption_prev_month"" ASC LIMIT 1;";;original
¿Cuál inmueble experimentó la mayor caída porcentual en su consumo mensual durante febrero de 2025?;Ranking de edificios;"SELECT b.""name"" AS building_name, m.""year_month"", m.""diff_pct_consumption_prev_month"" FROM smart_buildings.""building"" b JOIN smart_buildings.""energy_consumption_monthly_metrics"" m ON b.""cups"" = m.""cups"" WHERE m.""year_month"" = DATE '2025-02-01' ORDER BY m.""diff_pct_consumption_prev_month"" ASC LIMIT 1;";;rephrased_1
Qué edificio tuvo la variacion porcentual más negativa en consumo en febrerro 2025?;Ranking de edificios;"SELECT b.""name"" AS building_name, m.""year_month"", m.""diff_pct_consumption_prev_month"" FROM smart_buildings.""building"" b JOIN smart_buildings.""energy_consumption_monthly_metrics"" m ON b.""cups"" = m.""cups"" WHERE m.""year_month"" = DATE '2025-02-01' ORDER BY m.""diff_pct_consumption_prev_month"" ASC LIMIT 1;";;rephrased_2
En febrero de 2025, ¿qué edificio registró el mayor descenso porcentual en consumo mensual?;Ranking de edificios;"SELECT b.""name"" AS building_name, m.""year_month"", m.""diff_pct_consumption_prev_month"" FROM smart_buildings.""building"" b JOIN smart_buildings.""energy_consumption_monthly_metrics"" m ON b.""cups"" = m.""cups"" WHERE m.""year_month"" = DATE '2025-02-01' ORDER BY m.""diff_pct_consumption_prev_month"" ASC LIMIT 1;";;rephrased_3
¿Me puedes decir cuál fue el edificio con la reducción porcentual más alta en su consumo mensual en febrero 2025?;Ranking de edificios;"SELECT b.""name"" AS building_name, m.""year_month"", m.""diff_pct_consumption_prev_month"" FROM smart_buildings.""building"" b JOIN smart_buildings.""energy_consumption_monthly_metrics"" m ON b.""cups"" = m.""cups"" WHERE m.""year_month"" = DATE '2025-02-01' ORDER BY m.""diff_pct_consumption_prev_month"" ASC LIMIT 1;";;rephrased_4
